user_id,drink_id,weather,temperature,time_period,hour,dayofweek,occasion,context_hash,interaction_type,value
U322,D010,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U333,D077,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U110,D072,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,purchase,1.0
U420,D026,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U157,D005,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U488,D003,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U163,D015,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U030,D103,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U497,D060,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U413,D074,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U147,D003,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U481,D041,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U090,D080,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U077,D033,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U091,D087,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U487,D116,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U388,D094,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U009,D053,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U316,D046,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U165,D023,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U450,D109,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U124,D019,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U022,D112,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,rate,1.2
U183,D075,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,rate,3.2
U264,D086,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,rate,2.5
U386,D080,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U469,D090,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U270,D024,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U056,D090,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U288,D050,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U372,D108,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,rate,1.5
U076,D009,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U476,D038,rainy,9.4,evening,20,2,business,rainy_9_evening_business,view,0.0
U174,D086,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U070,D082,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U456,D013,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U057,D071,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U406,D055,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U318,D054,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U285,D048,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U202,D083,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U163,D045,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,rate,3.5
U228,D025,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U040,D007,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U302,D086,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U257,D019,rainy,9.4,evening,20,2,business,rainy_9_evening_business,view,0.0
U003,D091,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U070,D070,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U481,D016,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,view,0.0
U234,D077,snowy,0.3,morning,7,0,business,snowy_0_morning_business,view,0.0
U357,D031,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U018,D044,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U377,D103,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U402,D097,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U357,D059,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,rate,4.6
U107,D063,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,rate,3.2
U071,D106,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U035,D011,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U025,D048,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U223,D004,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U175,D001,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U062,D064,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U105,D062,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U163,D043,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,view,0.0
U205,D051,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U301,D036,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U233,D007,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U467,D107,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U368,D055,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U491,D107,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U381,D056,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U220,D032,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U146,D068,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U264,D064,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U296,D003,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U110,D093,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U406,D004,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U395,D090,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U483,D031,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U400,D079,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,rate,2.9
U318,D112,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U247,D035,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U284,D103,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U399,D021,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U307,D083,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U428,D065,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U409,D119,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U464,D107,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U015,D001,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U096,D073,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U429,D107,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U481,D071,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,rate,1.2
U375,D051,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U129,D114,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U168,D097,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U197,D087,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,rate,1.1
U161,D055,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U029,D061,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U280,D023,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U105,D041,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U440,D108,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U494,D074,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U164,D019,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U367,D120,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U255,D080,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,view,0.0
U327,D094,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U199,D100,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U423,D068,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U055,D093,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U211,D026,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,purchase,1.0
U115,D053,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U122,D043,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U377,D073,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U463,D054,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U091,D027,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U320,D010,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U163,D061,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U041,D030,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,rate,3.4
U178,D041,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,view,0.0
U336,D051,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U498,D084,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U362,D011,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,purchase,1.0
U249,D023,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U002,D088,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U078,D004,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U163,D108,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U031,D118,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U234,D074,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U148,D074,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U371,D046,sunny,26.1,evening,22,1,recovery,sunny_26_evening_recovery,view,0.0
U061,D072,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U364,D082,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U473,D063,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U082,D088,snowy,0.3,morning,7,0,business,snowy_0_morning_business,view,0.0
U411,D012,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,rate,2.1
U114,D026,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U033,D062,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U035,D065,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U249,D083,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U319,D012,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U435,D070,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U473,D086,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U324,D052,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,rate,1.7
U485,D056,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U263,D049,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U250,D087,sunny,26.1,evening,22,1,recovery,sunny_26_evening_recovery,view,0.0
U417,D026,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,view,0.0
U087,D041,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U380,D079,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U093,D057,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U444,D009,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U464,D036,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U375,D095,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U068,D118,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U372,D093,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U344,D093,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U125,D060,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U474,D076,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U235,D068,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U115,D057,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U245,D050,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U438,D043,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U278,D068,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U073,D019,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U112,D018,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U139,D039,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U447,D096,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U218,D061,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U393,D076,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,view,0.0
U446,D069,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U324,D009,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U138,D080,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U061,D051,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U113,D005,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U440,D059,snowy,0.3,morning,7,0,business,snowy_0_morning_business,view,0.0
U307,D050,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U048,D032,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U420,D070,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U059,D053,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U095,D113,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,rate,1.4
U054,D055,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U355,D093,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U274,D026,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U119,D057,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,purchase,1.0
U481,D051,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U281,D047,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U373,D010,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U071,D017,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U326,D017,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U446,D090,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U200,D088,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U216,D080,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U379,D035,rainy,9.4,evening,20,2,business,rainy_9_evening_business,rate,2.5
U229,D090,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U001,D063,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U266,D084,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U165,D029,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U212,D026,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U239,D012,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U058,D054,sunny,26.1,evening,22,1,recovery,sunny_26_evening_recovery,view,0.0
U035,D015,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U025,D106,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U390,D052,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U071,D093,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U059,D069,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U227,D081,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U280,D066,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U399,D069,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U485,D003,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U380,D028,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U244,D036,rainy,9.4,evening,20,2,business,rainy_9_evening_business,purchase,1.0
U304,D040,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,purchase,1.0
U313,D008,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U140,D048,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U447,D074,snowy,-4.2,evening,22,6,business,snowy_-4_evening_business,view,0.0
U357,D048,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U182,D078,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U202,D093,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U330,D083,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U237,D097,sunny,26.1,evening,22,1,recovery,sunny_26_evening_recovery,view,0.0
U265,D007,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U134,D114,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U061,D042,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U085,D074,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U092,D088,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U252,D012,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,rate,3.8
U178,D041,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U137,D062,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U460,D001,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U243,D019,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U195,D087,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,purchase,1.0
U154,D013,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,rate,4.7
U387,D055,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U492,D063,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U473,D024,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U421,D094,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U152,D108,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U359,D111,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U245,D109,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U260,D072,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,view,0.0
U370,D085,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U428,D045,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U218,D117,rainy,9.4,evening,20,2,business,rainy_9_evening_business,view,0.0
U047,D006,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U418,D108,rainy,10.1,morning,9,5,business,rainy_10_morning_business,rate,4.3
U074,D081,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U403,D107,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U454,D059,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,purchase,1.0
U024,D089,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U134,D037,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U348,D038,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U398,D071,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U221,D052,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U207,D082,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U098,D042,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U227,D039,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U077,D045,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,view,0.0
U140,D049,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U022,D044,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U281,D108,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U390,D024,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U371,D009,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U358,D040,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U191,D069,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U381,D090,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U500,D006,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U018,D087,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U385,D068,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U215,D091,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U252,D008,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U131,D096,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U252,D096,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U123,D058,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U379,D005,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U257,D077,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U409,D040,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,rate,2.0
U387,D100,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U207,D062,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U105,D092,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U044,D110,rainy,9.4,evening,20,2,business,rainy_9_evening_business,view,0.0
U136,D048,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U082,D007,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U383,D115,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,rate,1.6
U185,D058,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U144,D008,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,rate,4.6
U497,D054,rainy,10.1,morning,9,5,business,rainy_10_morning_business,purchase,1.0
U478,D053,snowy,-4.2,evening,22,6,business,snowy_-4_evening_business,view,0.0
U175,D080,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U300,D018,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U301,D064,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U478,D090,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U487,D047,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U077,D009,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,rate,3.9
U172,D101,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U489,D078,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U061,D104,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U477,D027,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,rate,5.0
U277,D033,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U259,D108,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U464,D074,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U262,D029,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U406,D024,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U178,D011,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U069,D108,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U277,D082,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U325,D077,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U469,D037,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U490,D112,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U004,D021,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U025,D103,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U433,D043,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
