user_id,skill_id,proficiency_level,experience_years,last_updated
9,146,5,7,2021-02-28 11:19:14.594672
24,193,1,19,2021-03-01 11:19:14.594672
1,168,4,2,2021-03-02 11:19:14.594672
24,172,2,11,2021-03-03 11:19:14.594672
32,14,4,19,2021-03-04 11:19:14.594672
35,130,4,15,2021-03-05 11:19:14.594672
30,138,3,13,2021-03-06 11:19:14.594672
13,180,3,15,2021-03-07 11:19:14.594672
0,173,4,16,2021-03-08 11:19:14.594672
45,29,2,10,2021-03-09 11:19:14.594672
15,56,4,16,2021-03-10 11:19:14.594672
45,145,3,18,2021-03-11 11:19:14.594672
2,178,2,0,2021-03-12 11:19:14.594672
34,127,4,11,2021-03-13 11:19:14.594672
40,47,5,14,2021-03-14 11:19:14.594672
5,193,5,17,2021-03-15 11:19:14.594672
24,135,4,13,2021-03-16 11:19:14.594672
12,21,2,0,2021-03-17 11:19:14.594672
33,5,4,12,2021-03-18 11:19:14.594672
7,184,4,14,2021-03-19 11:19:14.594672
20,103,3,6,2021-03-20 11:19:14.594672
33,35,5,14,2021-03-21 11:19:14.594672
3,78,3,19,2021-03-22 11:19:14.594672
24,115,3,9,2021-03-23 11:19:14.594672
14,56,4,13,2021-03-24 11:19:14.594672
3,48,3,5,2021-03-25 11:19:14.594672
44,172,5,13,2021-03-26 11:19:14.594672
11,81,3,11,2021-03-27 11:19:14.594672
31,65,5,10,2021-03-28 11:19:14.594672
31,76,3,19,2021-03-29 11:19:14.594672
27,44,5,18,2021-03-30 11:19:14.594672
12,78,3,1,2021-03-31 11:19:14.594672
30,19,3,19,2021-04-01 11:19:14.594672
13,191,2,0,2021-04-02 11:19:14.594672
19,122,5,7,2021-04-03 11:19:14.594672
17,66,5,13,2021-04-04 11:19:14.594672
28,82,5,8,2021-04-05 11:19:14.594672
5,2,1,1,2021-04-06 11:19:14.594672
31,181,3,4,2021-04-07 11:19:14.594672
28,63,5,7,2021-04-08 11:19:14.594672
42,39,1,15,2021-04-09 11:19:14.594672
1,58,2,15,2021-04-10 11:19:14.594672
22,182,5,12,2021-04-11 11:19:14.594672
18,61,5,19,2021-04-12 11:19:14.594672
30,131,1,14,2021-04-13 11:19:14.594672
4,59,3,0,2021-04-14 11:19:14.594672
18,115,2,2,2021-04-15 11:19:14.594672
33,74,5,5,2021-04-16 11:19:14.594672
9,121,3,13,2021-04-17 11:19:14.594672
24,106,2,3,2021-04-18 11:19:14.594672
1,95,4,17,2021-04-19 11:19:14.594672
10,90,4,14,2021-04-20 11:19:14.594672
49,157,2,8,2021-04-21 11:19:14.594672
30,129,1,17,2021-04-22 11:19:14.594672
14,61,2,2,2021-04-23 11:19:14.594672
8,48,2,9,2021-04-24 11:19:14.594672
22,136,1,16,2021-04-25 11:19:14.594672
18,91,1,6,2021-04-26 11:19:14.594672
8,158,3,14,2021-04-27 11:19:14.594672
34,123,3,0,2021-04-28 11:19:14.594672
20,60,1,10,2021-04-29 11:19:14.594672
8,47,4,16,2021-04-30 11:19:14.594672
27,152,4,4,2021-05-01 11:19:14.594672
45,163,2,6,2021-05-02 11:19:14.594672
6,135,5,18,2021-05-03 11:19:14.594672
15,57,2,14,2021-05-04 11:19:14.594672
15,100,2,2,2021-05-05 11:19:14.594672
32,111,5,14,2021-05-06 11:19:14.594672
3,172,1,4,2021-05-07 11:19:14.594672
3,61,4,11,2021-05-08 11:19:14.594672
38,38,2,19,2021-05-09 11:19:14.594672
39,57,5,4,2021-05-10 11:19:14.594672
16,98,3,2,2021-05-11 11:19:14.594672
36,191,2,8,2021-05-12 11:19:14.594672
38,43,4,8,2021-05-13 11:19:14.594672
28,28,1,6,2021-05-14 11:19:14.594672
35,58,2,1,2021-05-15 11:19:14.594672
37,70,2,15,2021-05-16 11:19:14.594672
38,91,5,8,2021-05-17 11:19:14.594672
49,8,3,12,2021-05-18 11:19:14.594672
36,126,3,18,2021-05-19 11:19:14.594672
34,133,1,19,2021-05-20 11:19:14.594672
6,156,4,16,2021-05-21 11:19:14.594672
26,185,1,5,2021-05-22 11:19:14.594672
27,144,2,3,2021-05-23 11:19:14.594672
21,143,2,0,2021-05-24 11:19:14.594672
13,130,3,17,2021-05-25 11:19:14.594672
6,20,4,18,2021-05-26 11:19:14.594672
36,63,5,8,2021-05-27 11:19:14.594672
21,89,4,12,2021-05-28 11:19:14.594672
4,35,2,7,2021-05-29 11:19:14.594672
1,61,5,12,2021-05-30 11:19:14.594672
26,169,4,14,2021-05-31 11:19:14.594672
20,75,4,10,2021-06-01 11:19:14.594672
37,169,5,11,2021-06-02 11:19:14.594672
14,188,2,13,2021-06-03 11:19:14.594672
20,12,4,3,2021-06-04 11:19:14.594672
9,10,5,0,2021-06-05 11:19:14.594672
22,53,2,3,2021-06-06 11:19:14.594672
38,15,5,18,2021-06-07 11:19:14.594672
4,7,5,8,2021-06-08 11:19:14.594672
0,103,4,9,2021-06-09 11:19:14.594672
12,58,2,3,2021-06-10 11:19:14.594672
20,56,4,19,2021-06-11 11:19:14.594672
25,39,1,8,2021-06-12 11:19:14.594672
49,186,1,12,2021-06-13 11:19:14.594672
44,129,2,11,2021-06-14 11:19:14.594672
20,93,5,10,2021-06-15 11:19:14.594672
17,137,4,11,2021-06-16 11:19:14.594672
36,43,4,17,2021-06-17 11:19:14.594672
44,138,2,11,2021-06-18 11:19:14.594672
31,79,2,15,2021-06-19 11:19:14.594672
35,80,1,4,2021-06-20 11:19:14.594672
16,1,3,19,2021-06-21 11:19:14.594672
34,177,2,11,2021-06-22 11:19:14.594672
48,139,3,10,2021-06-23 11:19:14.594672
10,114,2,8,2021-06-24 11:19:14.594672
20,89,5,17,2021-06-25 11:19:14.594672
25,22,5,2,2021-06-26 11:19:14.594672
3,145,1,19,2021-06-27 11:19:14.594672
33,61,1,16,2021-06-28 11:19:14.594672
47,112,3,13,2021-06-29 11:19:14.594672
17,127,2,0,2021-06-30 11:19:14.594672
39,61,4,16,2021-07-01 11:19:14.594672
34,37,1,7,2021-07-02 11:19:14.594672
40,194,4,4,2021-07-03 11:19:14.594672
28,165,4,4,2021-07-04 11:19:14.594672
28,194,2,8,2021-07-05 11:19:14.594672
37,60,3,2,2021-07-06 11:19:14.594672
41,128,2,18,2021-07-07 11:19:14.594672
20,172,1,8,2021-07-08 11:19:14.594672
41,155,4,17,2021-07-09 11:19:14.594672
12,148,2,15,2021-07-10 11:19:14.594672
48,121,2,0,2021-07-11 11:19:14.594672
40,109,2,1,2021-07-12 11:19:14.594672
16,12,1,13,2021-07-13 11:19:14.594672
8,154,3,13,2021-07-14 11:19:14.594672
40,99,2,0,2021-07-15 11:19:14.594672
0,134,1,15,2021-07-16 11:19:14.594672
1,21,4,14,2021-07-17 11:19:14.594672
47,73,5,14,2021-07-18 11:19:14.594672
28,180,1,11,2021-07-19 11:19:14.594672
32,131,5,15,2021-07-20 11:19:14.594672
9,22,2,13,2021-07-21 11:19:14.594672
49,118,2,14,2021-07-22 11:19:14.594672
39,69,1,14,2021-07-23 11:19:14.594672
20,83,5,18,2021-07-24 11:19:14.594672
27,100,2,7,2021-07-25 11:19:14.594672
10,83,4,1,2021-07-26 11:19:14.594672
33,160,3,1,2021-07-27 11:19:14.594672
7,27,3,9,2021-07-28 11:19:14.594672
21,135,2,2,2021-07-29 11:19:14.594672
7,0,5,16,2021-07-30 11:19:14.594672
48,164,2,7,2021-07-31 11:19:14.594672
14,62,5,3,2021-08-01 11:19:14.594672
16,21,4,13,2021-08-02 11:19:14.594672
22,69,5,9,2021-08-03 11:19:14.594672
23,124,2,0,2021-08-04 11:19:14.594672
44,148,4,3,2021-08-05 11:19:14.594672
18,95,1,0,2021-08-06 11:19:14.594672
4,162,3,16,2021-08-07 11:19:14.594672
31,78,2,16,2021-08-08 11:19:14.594672
43,4,2,6,2021-08-09 11:19:14.594672
0,59,2,19,2021-08-10 11:19:14.594672
22,119,4,14,2021-08-11 11:19:14.594672
36,45,1,12,2021-08-12 11:19:14.594672
7,177,5,1,2021-08-13 11:19:14.594672
12,175,1,18,2021-08-14 11:19:14.594672
7,133,4,12,2021-08-15 11:19:14.594672
22,55,2,10,2021-08-16 11:19:14.594672
42,109,3,14,2021-08-17 11:19:14.594672
0,186,2,9,2021-08-18 11:19:14.594672
44,156,5,8,2021-08-19 11:19:14.594672
23,198,3,8,2021-08-20 11:19:14.594672
34,103,2,19,2021-08-21 11:19:14.594672
23,76,3,0,2021-08-22 11:19:14.594672
16,145,1,16,2021-08-23 11:19:14.594672
4,1,4,11,2021-08-24 11:19:14.594672
19,7,2,9,2021-08-25 11:19:14.594672
20,74,5,4,2021-08-26 11:19:14.594672
39,181,1,17,2021-08-27 11:19:14.594672
30,124,2,14,2021-08-28 11:19:14.594672
45,37,1,5,2021-08-29 11:19:14.594672
35,175,5,6,2021-08-30 11:19:14.594672
10,26,2,16,2021-08-31 11:19:14.594672
14,19,5,5,2021-09-01 11:19:14.594672
18,139,3,7,2021-09-02 11:19:14.594672
6,42,5,11,2021-09-03 11:19:14.594672
27,188,3,13,2021-09-04 11:19:14.594672
42,30,2,11,2021-09-05 11:19:14.594672
4,90,3,9,2021-09-06 11:19:14.594672
4,60,2,19,2021-09-07 11:19:14.594672
29,194,2,14,2021-09-08 11:19:14.594672
31,108,4,6,2021-09-09 11:19:14.594672
7,90,2,8,2021-09-10 11:19:14.594672
9,162,3,9,2021-09-11 11:19:14.594672
37,94,4,9,2021-09-12 11:19:14.594672
46,142,4,15,2021-09-13 11:19:14.594672
31,143,2,6,2021-09-14 11:19:14.594672
47,12,5,4,2021-09-15 11:19:14.594672
27,112,5,2,2021-09-16 11:19:14.594672
16,34,4,17,2021-09-17 11:19:14.594672
30,186,2,10,2021-09-18 11:19:14.594672
7,148,5,14,2021-09-19 11:19:14.594672
39,181,2,19,2021-09-20 11:19:14.594672
24,157,2,4,2021-09-21 11:19:14.594672
8,47,4,11,2021-09-22 11:19:14.594672
1,34,4,3,2021-09-23 11:19:14.594672
14,85,1,14,2021-09-24 11:19:14.594672
49,165,5,8,2021-09-25 11:19:14.594672
2,158,5,6,2021-09-26 11:19:14.594672
48,151,5,9,2021-09-27 11:19:14.594672
35,113,3,12,2021-09-28 11:19:14.594672
3,176,2,7,2021-09-29 11:19:14.594672
13,99,4,11,2021-09-30 11:19:14.594672
40,159,5,18,2021-10-01 11:19:14.594672
40,182,1,0,2021-10-02 11:19:14.594672
24,185,5,15,2021-10-03 11:19:14.594672
49,98,2,16,2021-10-04 11:19:14.594672
9,2,2,17,2021-10-05 11:19:14.594672
20,196,4,10,2021-10-06 11:19:14.594672
35,84,3,17,2021-10-07 11:19:14.594672
11,124,4,6,2021-10-08 11:19:14.594672
26,137,5,17,2021-10-09 11:19:14.594672
39,82,1,7,2021-10-10 11:19:14.594672
1,24,4,5,2021-10-11 11:19:14.594672
12,67,3,6,2021-10-12 11:19:14.594672
31,60,4,9,2021-10-13 11:19:14.594672
30,28,2,10,2021-10-14 11:19:14.594672
15,126,5,12,2021-10-15 11:19:14.594672
31,18,5,8,2021-10-16 11:19:14.594672
31,170,5,6,2021-10-17 11:19:14.594672
33,193,5,8,2021-10-18 11:19:14.594672
10,73,5,12,2021-10-19 11:19:14.594672
9,60,5,2,2021-10-20 11:19:14.594672
14,170,1,2,2021-10-21 11:19:14.594672
16,152,3,0,2021-10-22 11:19:14.594672
39,19,5,19,2021-10-23 11:19:14.594672
17,47,3,1,2021-10-24 11:19:14.594672
8,86,5,2,2021-10-25 11:19:14.594672
24,151,4,14,2021-10-26 11:19:14.594672
39,138,5,5,2021-10-27 11:19:14.594672
13,109,2,12,2021-10-28 11:19:14.594672
24,182,1,0,2021-10-29 11:19:14.594672
49,27,4,19,2021-10-30 11:19:14.594672
21,196,4,18,2021-10-31 11:19:14.594672
29,190,2,0,2021-11-01 11:19:14.594672
19,58,5,1,2021-11-02 11:19:14.594672
20,132,1,14,2021-11-03 11:19:14.594672
43,50,4,13,2021-11-04 11:19:14.594672
31,148,1,18,2021-11-05 11:19:14.594672
45,11,4,10,2021-11-06 11:19:14.594672
48,49,5,14,2021-11-07 11:19:14.594672
20,131,4,5,2021-11-08 11:19:14.594672
34,112,4,19,2021-11-09 11:19:14.594672
31,169,3,8,2021-11-10 11:19:14.594672
29,165,5,4,2021-11-11 11:19:14.594672
38,152,2,19,2021-11-12 11:19:14.594672
48,13,2,1,2021-11-13 11:19:14.594672
11,31,5,5,2021-11-14 11:19:14.594672
40,138,2,17,2021-11-15 11:19:14.594672
46,188,5,18,2021-11-16 11:19:14.594672
17,145,2,8,2021-11-17 11:19:14.594672
20,154,3,5,2021-11-18 11:19:14.594672
12,54,2,13,2021-11-19 11:19:14.594672
20,181,4,12,2021-11-20 11:19:14.594672
7,119,5,10,2021-11-21 11:19:14.594672
45,74,1,11,2021-11-22 11:19:14.594672
39,20,1,18,2021-11-23 11:19:14.594672
45,171,5,18,2021-11-24 11:19:14.594672
6,132,3,18,2021-11-25 11:19:14.594672
22,86,2,12,2021-11-26 11:19:14.594672
43,168,3,13,2021-11-27 11:19:14.594672
31,58,1,17,2021-11-28 11:19:14.594672
10,88,5,11,2021-11-29 11:19:14.594672
21,181,5,3,2021-11-30 11:19:14.594672
21,149,3,9,2021-12-01 11:19:14.594672
42,82,3,16,2021-12-02 11:19:14.594672
24,64,2,3,2021-12-03 11:19:14.594672
21,63,4,11,2021-12-04 11:19:14.594672
27,70,4,12,2021-12-05 11:19:14.594672
28,3,2,3,2021-12-06 11:19:14.594672
12,192,4,9,2021-12-07 11:19:14.594672
17,142,1,2,2021-12-08 11:19:14.594672
1,103,4,14,2021-12-09 11:19:14.594672
28,149,2,1,2021-12-10 11:19:14.594672
20,174,4,16,2021-12-11 11:19:14.594672
14,92,5,5,2021-12-12 11:19:14.594672
26,173,3,7,2021-12-13 11:19:14.594672
49,141,1,2,2021-12-14 11:19:14.594672
30,177,5,17,2021-12-15 11:19:14.594672
14,147,5,0,2021-12-16 11:19:14.594672
22,177,2,15,2021-12-17 11:19:14.594672
23,111,3,6,2021-12-18 11:19:14.594672
43,160,3,2,2021-12-19 11:19:14.594672
12,118,1,3,2021-12-20 11:19:14.594672
21,58,2,8,2021-12-21 11:19:14.594672
42,42,1,4,2021-12-22 11:19:14.594672
36,11,4,18,2021-12-23 11:19:14.594672
32,39,5,14,2021-12-24 11:19:14.594672
2,117,1,7,2021-12-25 11:19:14.594672
18,19,5,5,2021-12-26 11:19:14.594672
22,165,2,17,2021-12-27 11:19:14.594672
28,130,4,18,2021-12-28 11:19:14.594672
29,155,2,14,2021-12-29 11:19:14.594672
38,183,4,6,2021-12-30 11:19:14.594672
43,89,4,9,2021-12-31 11:19:14.594672
46,93,5,5,2022-01-01 11:19:14.594672
24,12,2,13,2022-01-02 11:19:14.594672
36,65,2,16,2022-01-03 11:19:14.594672
46,36,1,8,2022-01-04 11:19:14.594672
7,176,2,18,2022-01-05 11:19:14.594672
41,65,1,4,2022-01-06 11:19:14.594672
15,35,3,6,2022-01-07 11:19:14.594672
7,181,3,18,2022-01-08 11:19:14.594672
0,25,3,19,2022-01-09 11:19:14.594672
43,74,2,6,2022-01-10 11:19:14.594672
4,199,2,1,2022-01-11 11:19:14.594672
2,107,1,15,2022-01-12 11:19:14.594672
0,167,4,12,2022-01-13 11:19:14.594672
3,42,1,7,2022-01-14 11:19:14.594672
39,149,3,5,2022-01-15 11:19:14.594672
34,147,1,5,2022-01-16 11:19:14.594672
31,7,4,8,2022-01-17 11:19:14.594672
41,28,2,3,2022-01-18 11:19:14.594672
33,39,1,10,2022-01-19 11:19:14.594672
42,157,3,4,2022-01-20 11:19:14.594672
24,127,3,16,2022-01-21 11:19:14.594672
9,83,2,19,2022-01-22 11:19:14.594672
20,115,1,6,2022-01-23 11:19:14.594672
45,182,4,14,2022-01-24 11:19:14.594672
38,143,2,14,2022-01-25 11:19:14.594672
26,173,1,13,2022-01-26 11:19:14.594672
26,61,5,12,2022-01-27 11:19:14.594672
1,6,3,10,2022-01-28 11:19:14.594672
40,44,4,12,2022-01-29 11:19:14.594672
47,186,4,8,2022-01-30 11:19:14.594672
12,183,4,9,2022-01-31 11:19:14.594672
8,175,3,3,2022-02-01 11:19:14.594672
35,154,1,16,2022-02-02 11:19:14.594672
21,180,2,13,2022-02-03 11:19:14.594672
41,87,1,17,2022-02-04 11:19:14.594672
25,72,2,10,2022-02-05 11:19:14.594672
11,162,4,15,2022-02-06 11:19:14.594672
16,178,1,0,2022-02-07 11:19:14.594672
13,36,4,6,2022-02-08 11:19:14.594672
13,118,5,9,2022-02-09 11:19:14.594672
33,56,4,8,2022-02-10 11:19:14.594672
19,7,4,2,2022-02-11 11:19:14.594672
10,94,2,13,2022-02-12 11:19:14.594672
15,116,5,14,2022-02-13 11:19:14.594672
30,109,4,1,2022-02-14 11:19:14.594672
5,19,4,13,2022-02-15 11:19:14.594672
18,123,5,15,2022-02-16 11:19:14.594672
36,52,5,6,2022-02-17 11:19:14.594672
3,118,1,3,2022-02-18 11:19:14.594672
46,11,2,17,2022-02-19 11:19:14.594672
3,176,5,4,2022-02-20 11:19:14.594672
19,16,5,5,2022-02-21 11:19:14.594672
9,63,3,6,2022-02-22 11:19:14.594672
23,41,5,14,2022-02-23 11:19:14.594672
34,93,2,0,2022-02-24 11:19:14.594672
25,156,4,3,2022-02-25 11:19:14.594672
36,146,4,0,2022-02-26 11:19:14.594672
37,10,4,10,2022-02-27 11:19:14.594672
20,97,4,17,2022-02-28 11:19:14.594672
39,177,3,13,2022-03-01 11:19:14.594672
38,70,5,10,2022-03-02 11:19:14.594672
20,107,4,9,2022-03-03 11:19:14.594672
9,57,1,16,2022-03-04 11:19:14.594672
37,33,4,3,2022-03-05 11:19:14.594672
45,19,5,14,2022-03-06 11:19:14.594672
3,49,4,15,2022-03-07 11:19:14.594672
44,101,3,12,2022-03-08 11:19:14.594672
19,137,2,8,2022-03-09 11:19:14.594672
16,159,2,10,2022-03-10 11:19:14.594672
6,51,5,10,2022-03-11 11:19:14.594672
3,14,2,5,2022-03-12 11:19:14.594672
28,83,2,0,2022-03-13 11:19:14.594672
13,130,1,5,2022-03-14 11:19:14.594672
2,36,5,12,2022-03-15 11:19:14.594672
23,125,5,4,2022-03-16 11:19:14.594672
36,39,2,14,2022-03-17 11:19:14.594672
15,71,2,17,2022-03-18 11:19:14.594672
3,39,2,19,2022-03-19 11:19:14.594672
23,55,3,13,2022-03-20 11:19:14.594672
33,150,4,14,2022-03-21 11:19:14.594672
29,103,3,4,2022-03-22 11:19:14.594672
17,138,5,3,2022-03-23 11:19:14.594672
18,109,1,1,2022-03-24 11:19:14.594672
30,191,4,6,2022-03-25 11:19:14.594672
18,135,1,9,2022-03-26 11:19:14.594672
48,92,5,15,2022-03-27 11:19:14.594672
45,93,5,9,2022-03-28 11:19:14.594672
18,55,1,17,2022-03-29 11:19:14.594672
21,59,1,16,2022-03-30 11:19:14.594672
23,137,1,12,2022-03-31 11:19:14.594672
44,38,5,0,2022-04-01 11:19:14.594672
11,27,2,0,2022-04-02 11:19:14.594672
29,48,1,14,2022-04-03 11:19:14.594672
37,163,4,0,2022-04-04 11:19:14.594672
30,124,5,5,2022-04-05 11:19:14.594672
35,12,3,12,2022-04-06 11:19:14.594672
18,35,3,0,2022-04-07 11:19:14.594672
47,100,4,4,2022-04-08 11:19:14.594672
44,25,2,8,2022-04-09 11:19:14.594672
35,85,1,16,2022-04-10 11:19:14.594672
29,3,5,15,2022-04-11 11:19:14.594672
48,81,1,7,2022-04-12 11:19:14.594672
32,191,5,16,2022-04-13 11:19:14.594672
17,165,3,14,2022-04-14 11:19:14.594672
48,126,1,0,2022-04-15 11:19:14.594672
27,87,4,11,2022-04-16 11:19:14.594672
46,126,2,4,2022-04-17 11:19:14.594672
10,119,4,5,2022-04-18 11:19:14.594672
44,21,2,0,2022-04-19 11:19:14.594672
32,129,1,0,2022-04-20 11:19:14.594672
16,30,1,9,2022-04-21 11:19:14.594672
5,118,2,9,2022-04-22 11:19:14.594672
3,10,3,2,2022-04-23 11:19:14.594672
19,45,5,16,2022-04-24 11:19:14.594672
47,95,4,18,2022-04-25 11:19:14.594672
46,189,4,10,2022-04-26 11:19:14.594672
26,196,4,17,2022-04-27 11:19:14.594672
14,191,1,1,2022-04-28 11:19:14.594672
5,9,4,8,2022-04-29 11:19:14.594672
46,167,5,16,2022-04-30 11:19:14.594672
13,127,5,13,2022-05-01 11:19:14.594672
10,151,2,3,2022-05-02 11:19:14.594672
38,98,1,16,2022-05-03 11:19:14.594672
8,171,5,16,2022-05-04 11:19:14.594672
25,111,3,11,2022-05-05 11:19:14.594672
15,59,1,19,2022-05-06 11:19:14.594672
4,189,1,17,2022-05-07 11:19:14.594672
9,86,5,2,2022-05-08 11:19:14.594672
49,144,3,10,2022-05-09 11:19:14.594672
2,64,2,17,2022-05-10 11:19:14.594672
12,56,5,3,2022-05-11 11:19:14.594672
42,182,3,16,2022-05-12 11:19:14.594672
48,105,1,17,2022-05-13 11:19:14.594672
29,180,3,4,2022-05-14 11:19:14.594672
44,183,1,13,2022-05-15 11:19:14.594672
5,8,5,9,2022-05-16 11:19:14.594672
16,21,5,14,2022-05-17 11:19:14.594672
44,140,4,0,2022-05-18 11:19:14.594672
18,88,4,15,2022-05-19 11:19:14.594672
41,175,4,10,2022-05-20 11:19:14.594672
34,17,5,19,2022-05-21 11:19:14.594672
45,114,2,5,2022-05-22 11:19:14.594672
25,167,5,15,2022-05-23 11:19:14.594672
4,144,3,1,2022-05-24 11:19:14.594672
28,142,5,0,2022-05-25 11:19:14.594672
36,105,5,8,2022-05-26 11:19:14.594672
19,14,1,11,2022-05-27 11:19:14.594672
48,62,1,16,2022-05-28 11:19:14.594672
20,166,1,14,2022-05-29 11:19:14.594672
9,12,5,18,2022-05-30 11:19:14.594672
4,80,2,9,2022-05-31 11:19:14.594672
35,31,3,11,2022-06-01 11:19:14.594672
5,136,3,13,2022-06-02 11:19:14.594672
25,39,2,8,2022-06-03 11:19:14.594672
3,147,2,12,2022-06-04 11:19:14.594672
38,81,3,2,2022-06-05 11:19:14.594672
38,76,4,13,2022-06-06 11:19:14.594672
49,190,1,9,2022-06-07 11:19:14.594672
34,75,1,15,2022-06-08 11:19:14.594672
0,171,3,6,2022-06-09 11:19:14.594672
23,37,2,3,2022-06-10 11:19:14.594672
35,187,4,19,2022-06-11 11:19:14.594672
5,70,3,10,2022-06-12 11:19:14.594672
40,47,1,15,2022-06-13 11:19:14.594672
45,17,5,19,2022-06-14 11:19:14.594672
43,143,2,3,2022-06-15 11:19:14.594672
30,182,5,16,2022-06-16 11:19:14.594672
19,38,3,12,2022-06-17 11:19:14.594672
23,195,1,10,2022-06-18 11:19:14.594672
24,186,4,2,2022-06-19 11:19:14.594672
35,88,5,8,2022-06-20 11:19:14.594672
20,61,4,5,2022-06-21 11:19:14.594672
29,140,1,10,2022-06-22 11:19:14.594672
23,108,5,15,2022-06-23 11:19:14.594672
43,80,4,18,2022-06-24 11:19:14.594672
41,133,4,4,2022-06-25 11:19:14.594672
29,76,5,13,2022-06-26 11:19:14.594672
21,187,1,16,2022-06-27 11:19:14.594672
27,89,4,2,2022-06-28 11:19:14.594672
6,13,3,3,2022-06-29 11:19:14.594672
34,94,5,15,2022-06-30 11:19:14.594672
27,53,2,15,2022-07-01 11:19:14.594672
13,131,2,3,2022-07-02 11:19:14.594672
9,38,1,18,2022-07-03 11:19:14.594672
15,71,3,16,2022-07-04 11:19:14.594672
15,24,4,12,2022-07-05 11:19:14.594672
30,76,2,0,2022-07-06 11:19:14.594672
41,159,1,11,2022-07-07 11:19:14.594672
24,186,3,3,2022-07-08 11:19:14.594672
12,190,3,10,2022-07-09 11:19:14.594672
5,165,1,4,2022-07-10 11:19:14.594672
43,119,1,1,2022-07-11 11:19:14.594672
8,52,4,16,2022-07-12 11:19:14.594672
44,194,1,7,2022-07-13 11:19:14.594672
35,155,4,5,2022-07-14 11:19:14.594672
42,130,4,8,2022-07-15 11:19:14.594672
19,149,5,12,2022-07-16 11:19:14.594672
17,95,3,10,2022-07-17 11:19:14.594672
42,165,3,15,2022-07-18 11:19:14.594672
20,199,3,15,2022-07-19 11:19:14.594672
3,71,5,1,2022-07-20 11:19:14.594672
49,61,4,9,2022-07-21 11:19:14.594672
32,184,4,11,2022-07-22 11:19:14.594672
26,5,1,7,2022-07-23 11:19:14.594672
6,31,5,10,2022-07-24 11:19:14.594672
5,98,1,9,2022-07-25 11:19:14.594672
14,137,5,12,2022-07-26 11:19:14.594672
17,130,1,16,2022-07-27 11:19:14.594672
31,186,2,6,2022-07-28 11:19:14.594672
10,75,3,2,2022-07-29 11:19:14.594672
19,176,3,19,2022-07-30 11:19:14.594672
23,58,4,12,2022-07-31 11:19:14.594672
14,30,2,18,2022-08-01 11:19:14.594672
47,92,3,6,2022-08-02 11:19:14.594672
6,68,4,8,2022-08-03 11:19:14.594672
20,189,2,18,2022-08-04 11:19:14.594672
41,51,3,12,2022-08-05 11:19:14.594672
25,88,1,7,2022-08-06 11:19:14.594672
43,126,5,17,2022-08-07 11:19:14.594672
13,168,2,1,2022-08-08 11:19:14.594672
36,30,4,17,2022-08-09 11:19:14.594672
20,83,2,17,2022-08-10 11:19:14.594672
17,126,4,10,2022-08-11 11:19:14.594672
4,149,2,0,2022-08-12 11:19:14.594672
2,131,4,13,2022-08-13 11:19:14.594672
22,12,3,15,2022-08-14 11:19:14.594672
25,44,1,10,2022-08-15 11:19:14.594672
36,126,3,0,2022-08-16 11:19:14.594672
23,169,1,6,2022-08-17 11:19:14.594672
48,113,3,15,2022-08-18 11:19:14.594672
18,176,3,13,2022-08-19 11:19:14.594672
24,19,2,14,2022-08-20 11:19:14.594672
20,80,5,13,2022-08-21 11:19:14.594672
11,181,4,10,2022-08-22 11:19:14.594672
40,163,4,15,2022-08-23 11:19:14.594672
32,128,4,18,2022-08-24 11:19:14.594672
49,142,1,16,2022-08-25 11:19:14.594672
3,16,4,5,2022-08-26 11:19:14.594672
41,151,4,10,2022-08-27 11:19:14.594672
6,57,2,16,2022-08-28 11:19:14.594672
21,71,3,8,2022-08-29 11:19:14.594672
32,108,4,17,2022-08-30 11:19:14.594672
16,22,5,16,2022-08-31 11:19:14.594672
23,173,4,11,2022-09-01 11:19:14.594672
33,71,1,4,2022-09-02 11:19:14.594672
27,7,1,10,2022-09-03 11:19:14.594672
42,58,1,3,2022-09-04 11:19:14.594672
40,110,4,3,2022-09-05 11:19:14.594672
38,186,2,2,2022-09-06 11:19:14.594672
21,12,5,16,2022-09-07 11:19:14.594672
48,166,4,6,2022-09-08 11:19:14.594672
16,155,2,3,2022-09-09 11:19:14.594672
33,188,2,12,2022-09-10 11:19:14.594672
5,15,4,11,2022-09-11 11:19:14.594672
45,118,4,0,2022-09-12 11:19:14.594672
5,1,2,18,2022-09-13 11:19:14.594672
33,144,2,19,2022-09-14 11:19:14.594672
0,29,2,17,2022-09-15 11:19:14.594672
9,102,4,10,2022-09-16 11:19:14.594672
20,12,2,19,2022-09-17 11:19:14.594672
4,95,1,2,2022-09-18 11:19:14.594672
1,93,4,16,2022-09-19 11:19:14.594672
21,81,1,11,2022-09-20 11:19:14.594672
47,12,3,9,2022-09-21 11:19:14.594672
1,170,4,7,2022-09-22 11:19:14.594672
9,93,3,14,2022-09-23 11:19:14.594672
33,148,2,4,2022-09-24 11:19:14.594672
15,111,2,3,2022-09-25 11:19:14.594672
47,54,5,19,2022-09-26 11:19:14.594672
38,80,2,18,2022-09-27 11:19:14.594672
21,167,3,3,2022-09-28 11:19:14.594672
11,115,2,14,2022-09-29 11:19:14.594672
23,142,4,16,2022-09-30 11:19:14.594672
46,179,2,11,2022-10-01 11:19:14.594672
39,107,5,2,2022-10-02 11:19:14.594672
