user_id,skill_sequence,reward,state,action,next_state,done
18,"[np.int64(14), np.int64(94), np.int64(141), np.int64(181)]",12.319685587349712,14_94_141,181,14_94_141_181,False
18,"[np.int64(14), np.int64(94), np.int64(141), np.int64(181), np.int64(133)]",40.820722123345014,14_94_141_181,133,14_94_141_181_133,False
18,"[np.int64(14), np.int64(94), np.int64(141), np.int64(181), np.int64(133), np.int64(80)]",39.67472372894386,14_94_141_181_133,80,14_94_141_181_133_80,False
18,"[np.int64(14), np.int64(94), np.int64(141), np.int64(181), np.int64(133), np.int64(80), np.int64(17)]",12.96945247781023,14_94_141_181_133_80,17,14_94_141_181_133_80_17,False
18,"[np.int64(14), np.int64(94), np.int64(141), np.int64(181), np.int64(133), np.int64(80), np.int64(17), np.int64(19)]",25.347124158814193,14_94_141_181_133_80_17,19,14_94_141_181_133_80_17_19,False
18,"[np.int64(14), np.int64(94), np.int64(141), np.int64(181), np.int64(133), np.int64(80), np.int64(17), np.int64(19), np.int64(114)]",33.24897898849494,14_94_141_181_133_80_17_19,114,14_94_141_181_133_80_17_19_114,False
18,"[np.int64(14), np.int64(94), np.int64(141), np.int64(181), np.int64(133), np.int64(80), np.int64(17), np.int64(19), np.int64(114), np.int64(189)]",4.472406477681378,14_94_141_181_133_80_17_19_114,189,14_94_141_181_133_80_17_19_114_189,True
19,[np.int64(80)],18.9503354829268,,80,80,False
19,"[np.int64(80), np.int64(115)]",10.466162828147482,80,115,80_115,False
19,"[np.int64(80), np.int64(115), np.int64(22)]",22.495727767900576,80_115,22,80_115_22,False
19,"[np.int64(80), np.int64(115), np.int64(22), np.int64(97)]",30.511364930697436,80_115_22,97,80_115_22_97,False
19,"[np.int64(80), np.int64(115), np.int64(22), np.int64(97), np.int64(71)]",27.998730466196633,80_115_22_97,71,80_115_22_97_71,False
19,"[np.int64(80), np.int64(115), np.int64(22), np.int64(97), np.int64(71), np.int64(140)]",17.7494126243356,80_115_22_97_71,140,80_115_22_97_71_140,False
19,"[np.int64(80), np.int64(115), np.int64(22), np.int64(97), np.int64(71), np.int64(140), np.int64(150)]",23.363145456797657,80_115_22_97_71_140,150,80_115_22_97_71_140_150,False
19,"[np.int64(80), np.int64(115), np.int64(22), np.int64(97), np.int64(71), np.int64(140), np.int64(150), np.int64(56)]",7.091367857645581,80_115_22_97_71_140_150,56,80_115_22_97_71_140_150_56,False
19,"[np.int64(80), np.int64(115), np.int64(22), np.int64(97), np.int64(71), np.int64(140), np.int64(150), np.int64(56), np.int64(189)]",-8.545584458656618,80_115_22_97_71_140_150_56,189,80_115_22_97_71_140_150_56_189,False
19,"[np.int64(80), np.int64(115), np.int64(22), np.int64(97), np.int64(71), np.int64(140), np.int64(150), np.int64(56), np.int64(189), np.int64(181)]",27.501167250086247,80_115_22_97_71_140_150_56_189,181,80_115_22_97_71_140_150_56_189_181,True
20,[np.int64(65)],4.962547279753526,,65,65,False
20,"[np.int64(65), np.int64(38)]",43.44000055351443,65,38,65_38,False
20,"[np.int64(65), np.int64(38), np.int64(17)]",33.11187908733476,65_38,17,65_38_17,False
20,"[np.int64(65), np.int64(38), np.int64(17), np.int64(197)]",-5.621900024458737,65_38_17,197,65_38_17_197,False
20,"[np.int64(65), np.int64(38), np.int64(17), np.int64(197), np.int64(186)]",39.26756626911079,65_38_17_197,186,65_38_17_197_186,False
20,"[np.int64(65), np.int64(38), np.int64(17), np.int64(197), np.int64(186), np.int64(159)]",19.58210729241229,65_38_17_197_186,159,65_38_17_197_186_159,False
20,"[np.int64(65), np.int64(38), np.int64(17), np.int64(197), np.int64(186), np.int64(159), np.int64(20)]",40.806981630129755,65_38_17_197_186_159,20,65_38_17_197_186_159_20,False
20,"[np.int64(65), np.int64(38), np.int64(17), np.int64(197), np.int64(186), np.int64(159), np.int64(20), np.int64(167)]",26.044386467023603,65_38_17_197_186_159_20,167,65_38_17_197_186_159_20_167,False
20,"[np.int64(65), np.int64(38), np.int64(17), np.int64(197), np.int64(186), np.int64(159), np.int64(20), np.int64(167), np.int64(26)]",30.90998192197152,65_38_17_197_186_159_20_167,26,65_38_17_197_186_159_20_167_26,False
20,"[np.int64(65), np.int64(38), np.int64(17), np.int64(197), np.int64(186), np.int64(159), np.int64(20), np.int64(167), np.int64(26), np.int64(1)]",49.610093623742486,65_38_17_197_186_159_20_167_26,1,65_38_17_197_186_159_20_167_26_1,True
21,[np.int64(191)],28.945504432312887,,191,191,False
21,"[np.int64(191), np.int64(183)]",24.029785274803533,191,183,191_183,False
21,"[np.int64(191), np.int64(183), np.int64(168)]",23.205773669823646,191_183,168,191_183_168,False
21,"[np.int64(191), np.int64(183), np.int64(168), np.int64(118)]",-8.088594248304394,191_183_168,118,191_183_168_118,False
21,"[np.int64(191), np.int64(183), np.int64(168), np.int64(118), np.int64(99)]",18.158179781600424,191_183_168_118,99,191_183_168_118_99,False
21,"[np.int64(191), np.int64(183), np.int64(168), np.int64(118), np.int64(99), np.int64(40)]",45.47736907055171,191_183_168_118_99,40,191_183_168_118_99_40,False
21,"[np.int64(191), np.int64(183), np.int64(168), np.int64(118), np.int64(99), np.int64(40), np.int64(3)]",13.855512158638795,191_183_168_118_99_40,3,191_183_168_118_99_40_3,False
21,"[np.int64(191), np.int64(183), np.int64(168), np.int64(118), np.int64(99), np.int64(40), np.int64(3), np.int64(184)]",27.49534818730738,191_183_168_118_99_40_3,184,191_183_168_118_99_40_3_184,False
21,"[np.int64(191), np.int64(183), np.int64(168), np.int64(118), np.int64(99), np.int64(40), np.int64(3), np.int64(184), np.int64(157)]",36.78912053738861,191_183_168_118_99_40_3_184,157,191_183_168_118_99_40_3_184_157,False
21,"[np.int64(191), np.int64(183), np.int64(168), np.int64(118), np.int64(99), np.int64(40), np.int64(3), np.int64(184), np.int64(157), np.int64(87)]",37.03551674851325,191_183_168_118_99_40_3_184_157,87,191_183_168_118_99_40_3_184_157_87,True
22,[np.int64(26)],6.812984419434263,,26,26,False
22,"[np.int64(26), np.int64(119)]",-6.8127625480599345,26,119,26_119,False
22,"[np.int64(26), np.int64(119), np.int64(24)]",37.73491019253697,26_119,24,26_119_24,False
22,"[np.int64(26), np.int64(119), np.int64(24), np.int64(51)]",15.023314173962333,26_119_24,51,26_119_24_51,False
22,"[np.int64(26), np.int64(119), np.int64(24), np.int64(51), np.int64(195)]",3.746996834683942,26_119_24_51,195,26_119_24_51_195,False
22,"[np.int64(26), np.int64(119), np.int64(24), np.int64(51), np.int64(195), np.int64(20)]",3.90741665699478,26_119_24_51_195,20,26_119_24_51_195_20,False
22,"[np.int64(26), np.int64(119), np.int64(24), np.int64(51), np.int64(195), np.int64(20), np.int64(17)]",44.08399647375399,26_119_24_51_195_20,17,26_119_24_51_195_20_17,False
22,"[np.int64(26), np.int64(119), np.int64(24), np.int64(51), np.int64(195), np.int64(20), np.int64(17), np.int64(38)]",40.03499602766221,26_119_24_51_195_20_17,38,26_119_24_51_195_20_17_38,False
22,"[np.int64(26), np.int64(119), np.int64(24), np.int64(51), np.int64(195), np.int64(20), np.int64(17), np.int64(38), np.int64(14)]",23.211853121430998,26_119_24_51_195_20_17_38,14,26_119_24_51_195_20_17_38_14,False
22,"[np.int64(26), np.int64(119), np.int64(24), np.int64(51), np.int64(195), np.int64(20), np.int64(17), np.int64(38), np.int64(14), np.int64(52)]",26.966648024943265,26_119_24_51_195_20_17_38_14,52,26_119_24_51_195_20_17_38_14_52,True
23,[np.int64(139)],16.728660985000747,,139,139,False
23,"[np.int64(139), np.int64(82)]",42.420363630785886,139,82,139_82,False
23,"[np.int64(139), np.int64(82), np.int64(47)]",17.7100660736365,139_82,47,139_82_47,False
23,"[np.int64(139), np.int64(82), np.int64(47), np.int64(21)]",-8.728465226328835,139_82_47,21,139_82_47_21,False
23,"[np.int64(139), np.int64(82), np.int64(47), np.int64(21), np.int64(122)]",3.6494534521437427,139_82_47_21,122,139_82_47_21_122,False
23,"[np.int64(139), np.int64(82), np.int64(47), np.int64(21), np.int64(122), np.int64(126)]",18.53723685849554,139_82_47_21_122,126,139_82_47_21_122_126,False
23,"[np.int64(139), np.int64(82), np.int64(47), np.int64(21), np.int64(122), np.int64(126), np.int64(176)]",15.463777564912144,139_82_47_21_122_126,176,139_82_47_21_122_126_176,False
23,"[np.int64(139), np.int64(82), np.int64(47), np.int64(21), np.int64(122), np.int64(126), np.int64(176), np.int64(51)]",41.62220823682884,139_82_47_21_122_126_176,51,139_82_47_21_122_126_176_51,False
23,"[np.int64(139), np.int64(82), np.int64(47), np.int64(21), np.int64(122), np.int64(126), np.int64(176), np.int64(51), np.int64(78)]",22.52825055837,139_82_47_21_122_126_176_51,78,139_82_47_21_122_126_176_51_78,False
23,"[np.int64(139), np.int64(82), np.int64(47), np.int64(21), np.int64(122), np.int64(126), np.int64(176), np.int64(51), np.int64(78), np.int64(128)]",31.37814451490726,139_82_47_21_122_126_176_51_78,128,139_82_47_21_122_126_176_51_78_128,True
24,[np.int64(74)],43.46331163050925,,74,74,False
24,"[np.int64(74), np.int64(103)]",9.985132885632375,74,103,74_103,False
24,"[np.int64(74), np.int64(103), np.int64(37)]",-1.1485699493591905,74_103,37,74_103_37,False
24,"[np.int64(74), np.int64(103), np.int64(37), np.int64(167)]",-4.206971284135292,74_103_37,167,74_103_37_167,False
24,"[np.int64(74), np.int64(103), np.int64(37), np.int64(167), np.int64(193)]",-9.194625092792343,74_103_37_167,193,74_103_37_167_193,False
24,"[np.int64(74), np.int64(103), np.int64(37), np.int64(167), np.int64(193), np.int64(114)]",15.371364714011689,74_103_37_167_193,114,74_103_37_167_193_114,False
24,"[np.int64(74), np.int64(103), np.int64(37), np.int64(167), np.int64(193), np.int64(114), np.int64(38)]",1.256659312725481,74_103_37_167_193_114,38,74_103_37_167_193_114_38,False
24,"[np.int64(74), np.int64(103), np.int64(37), np.int64(167), np.int64(193), np.int64(114), np.int64(38), np.int64(107)]",-8.701125844765125,74_103_37_167_193_114_38,107,74_103_37_167_193_114_38_107,False
24,"[np.int64(74), np.int64(103), np.int64(37), np.int64(167), np.int64(193), np.int64(114), np.int64(38), np.int64(107), np.int64(16)]",21.201172777371426,74_103_37_167_193_114_38_107,16,74_103_37_167_193_114_38_107_16,False
24,"[np.int64(74), np.int64(103), np.int64(37), np.int64(167), np.int64(193), np.int64(114), np.int64(38), np.int64(107), np.int64(16), np.int64(134)]",30.798712919045688,74_103_37_167_193_114_38_107_16,134,74_103_37_167_193_114_38_107_16_134,True
25,[np.int64(47)],21.276065229443944,,47,47,False
25,"[np.int64(47), np.int64(84)]",0.3259911589917297,47,84,47_84,False
25,"[np.int64(47), np.int64(84), np.int64(42)]",8.325901560981936,47_84,42,47_84_42,False
25,"[np.int64(47), np.int64(84), np.int64(42), np.int64(180)]",9.287748676868269,47_84_42,180,47_84_42_180,False
25,"[np.int64(47), np.int64(84), np.int64(42), np.int64(180), np.int64(84)]",-0.42220400483415466,47_84_42_180,84,47_84_42_180_84,False
25,"[np.int64(47), np.int64(84), np.int64(42), np.int64(180), np.int64(84), np.int64(154)]",2.310970003709645,47_84_42_180_84,154,47_84_42_180_84_154,False
25,"[np.int64(47), np.int64(84), np.int64(42), np.int64(180), np.int64(84), np.int64(154), np.int64(18)]",37.31311052049539,47_84_42_180_84_154,18,47_84_42_180_84_154_18,False
25,"[np.int64(47), np.int64(84), np.int64(42), np.int64(180), np.int64(84), np.int64(154), np.int64(18), np.int64(22)]",0.03175127283610246,47_84_42_180_84_154_18,22,47_84_42_180_84_154_18_22,False
25,"[np.int64(47), np.int64(84), np.int64(42), np.int64(180), np.int64(84), np.int64(154), np.int64(18), np.int64(22), np.int64(114)]",-8.292556489364651,47_84_42_180_84_154_18_22,114,47_84_42_180_84_154_18_22_114,False
25,"[np.int64(47), np.int64(84), np.int64(42), np.int64(180), np.int64(84), np.int64(154), np.int64(18), np.int64(22), np.int64(114), np.int64(49)]",27.761296557736305,47_84_42_180_84_154_18_22_114,49,47_84_42_180_84_154_18_22_114_49,True
26,[np.int64(150)],27.35095210476296,,150,150,False
26,"[np.int64(150), np.int64(48)]",8.903389796455963,150,48,150_48,False
26,"[np.int64(150), np.int64(48), np.int64(165)]",22.512810396573197,150_48,165,150_48_165,False
26,"[np.int64(150), np.int64(48), np.int64(165), np.int64(46)]",-4.525309521744678,150_48_165,46,150_48_165_46,False
26,"[np.int64(150), np.int64(48), np.int64(165), np.int64(46), np.int64(71)]",30.736725456840198,150_48_165_46,71,150_48_165_46_71,False
26,"[np.int64(150), np.int64(48), np.int64(165), np.int64(46), np.int64(71), np.int64(6)]",33.50576113385905,150_48_165_46_71,6,150_48_165_46_71_6,False
26,"[np.int64(150), np.int64(48), np.int64(165), np.int64(46), np.int64(71), np.int64(6), np.int64(65)]",47.90189737459513,150_48_165_46_71_6,65,150_48_165_46_71_6_65,False
26,"[np.int64(150), np.int64(48), np.int64(165), np.int64(46), np.int64(71), np.int64(6), np.int64(65), np.int64(76)]",5.623841524704298,150_48_165_46_71_6_65,76,150_48_165_46_71_6_65_76,False
26,"[np.int64(150), np.int64(48), np.int64(165), np.int64(46), np.int64(71), np.int64(6), np.int64(65), np.int64(76), np.int64(61)]",-8.892614857418641,150_48_165_46_71_6_65_76,61,150_48_165_46_71_6_65_76_61,False
26,"[np.int64(150), np.int64(48), np.int64(165), np.int64(46), np.int64(71), np.int64(6), np.int64(65), np.int64(76), np.int64(61), np.int64(156)]",22.736507865629036,150_48_165_46_71_6_65_76_61,156,150_48_165_46_71_6_65_76_61_156,True
27,[np.int64(112)],18.425609224323217,,112,112,False
27,"[np.int64(112), np.int64(177)]",37.97471864612018,112,177,112_177,False
27,"[np.int64(112), np.int64(177), np.int64(64)]",24.837185628941224,112_177,64,112_177_64,False
27,"[np.int64(112), np.int64(177), np.int64(64), np.int64(107)]",36.38540849702672,112_177_64,107,112_177_64_107,False
27,"[np.int64(112), np.int64(177), np.int64(64), np.int64(107), np.int64(19)]",9.960379191819431,112_177_64_107,19,112_177_64_107_19,False
27,"[np.int64(112), np.int64(177), np.int64(64), np.int64(107), np.int64(19), np.int64(179)]",39.88499731581867,112_177_64_107_19,179,112_177_64_107_19_179,False
27,"[np.int64(112), np.int64(177), np.int64(64), np.int64(107), np.int64(19), np.int64(179), np.int64(36)]",6.474338933061294,112_177_64_107_19_179,36,112_177_64_107_19_179_36,False
27,"[np.int64(112), np.int64(177), np.int64(64), np.int64(107), np.int64(19), np.int64(179), np.int64(36), np.int64(71)]",22.76592848019745,112_177_64_107_19_179_36,71,112_177_64_107_19_179_36_71,False
27,"[np.int64(112), np.int64(177), np.int64(64), np.int64(107), np.int64(19), np.int64(179), np.int64(36), np.int64(71), np.int64(26)]",2.840426790432453,112_177_64_107_19_179_36_71,26,112_177_64_107_19_179_36_71_26,False
27,"[np.int64(112), np.int64(177), np.int64(64), np.int64(107), np.int64(19), np.int64(179), np.int64(36), np.int64(71), np.int64(26), np.int64(174)]",18.5315912975716,112_177_64_107_19_179_36_71_26,174,112_177_64_107_19_179_36_71_26_174,True
28,[np.int64(35)],-8.80591097559533,,35,35,False
28,"[np.int64(35), np.int64(146)]",31.9416448425257,35,146,35_146,False
28,"[np.int64(35), np.int64(146), np.int64(5)]",5.174708333377227,35_146,5,35_146_5,False
28,"[np.int64(35), np.int64(146), np.int64(5), np.int64(152)]",-7.570730540301733,35_146_5,152,35_146_5_152,False
28,"[np.int64(35), np.int64(146), np.int64(5), np.int64(152), np.int64(158)]",14.173374737397848,35_146_5_152,158,35_146_5_152_158,False
28,"[np.int64(35), np.int64(146), np.int64(5), np.int64(152), np.int64(158), np.int64(8)]",46.1130686102525,35_146_5_152_158,8,35_146_5_152_158_8,False
28,"[np.int64(35), np.int64(146), np.int64(5), np.int64(152), np.int64(158), np.int64(8), np.int64(164)]",-9.29409433798014,35_146_5_152_158_8,164,35_146_5_152_158_8_164,False
28,"[np.int64(35), np.int64(146), np.int64(5), np.int64(152), np.int64(158), np.int64(8), np.int64(164), np.int64(154)]",25.2731415157869,35_146_5_152_158_8_164,154,35_146_5_152_158_8_164_154,False
28,"[np.int64(35), np.int64(146), np.int64(5), np.int64(152), np.int64(158), np.int64(8), np.int64(164), np.int64(154), np.int64(12)]",20.08378871571946,35_146_5_152_158_8_164_154,12,35_146_5_152_158_8_164_154_12,False
28,"[np.int64(35), np.int64(146), np.int64(5), np.int64(152), np.int64(158), np.int64(8), np.int64(164), np.int64(154), np.int64(12), np.int64(40)]",42.40304986226285,35_146_5_152_158_8_164_154_12,40,35_146_5_152_158_8_164_154_12_40,True
29,[np.int64(80)],-7.48163642538964,,80,80,False
29,"[np.int64(80), np.int64(99)]",18.26497104227079,80,99,80_99,False
29,"[np.int64(80), np.int64(99), np.int64(12)]",13.877183372080008,80_99,12,80_99_12,False
29,"[np.int64(80), np.int64(99), np.int64(12), np.int64(70)]",8.608833265448123,80_99_12,70,80_99_12_70,False
29,"[np.int64(80), np.int64(99), np.int64(12), np.int64(70), np.int64(15)]",17.080203509245838,80_99_12_70,15,80_99_12_70_15,False
29,"[np.int64(80), np.int64(99), np.int64(12), np.int64(70), np.int64(15), np.int64(44)]",13.051651095558647,80_99_12_70_15,44,80_99_12_70_15_44,False
29,"[np.int64(80), np.int64(99), np.int64(12), np.int64(70), np.int64(15), np.int64(44), np.int64(64)]",15.94003399271992,80_99_12_70_15_44,64,80_99_12_70_15_44_64,False
29,"[np.int64(80), np.int64(99), np.int64(12), np.int64(70), np.int64(15), np.int64(44), np.int64(64), np.int64(138)]",48.75571193651855,80_99_12_70_15_44_64,138,80_99_12_70_15_44_64_138,False
29,"[np.int64(80), np.int64(99), np.int64(12), np.int64(70), np.int64(15), np.int64(44), np.int64(64), np.int64(138), np.int64(69)]",-4.682021515025154,80_99_12_70_15_44_64_138,69,80_99_12_70_15_44_64_138_69,False
29,"[np.int64(80), np.int64(99), np.int64(12), np.int64(70), np.int64(15), np.int64(44), np.int64(64), np.int64(138), np.int64(69), np.int64(147)]",45.33385219032379,80_99_12_70_15_44_64_138_69,147,80_99_12_70_15_44_64_138_69_147,True
30,[np.int64(25)],34.929647816239246,,25,25,False
30,"[np.int64(25), np.int64(115)]",30.03279750451445,25,115,25_115,False
30,"[np.int64(25), np.int64(115), np.int64(48)]",49.48590149348528,25_115,48,25_115_48,False
30,"[np.int64(25), np.int64(115), np.int64(48), np.int64(148)]",32.793140304626306,25_115_48,148,25_115_48_148,False
30,"[np.int64(25), np.int64(115), np.int64(48), np.int64(148), np.int64(0)]",-0.15815611243663596,25_115_48_148,0,25_115_48_148_0,False
30,"[np.int64(25), np.int64(115), np.int64(48), np.int64(148), np.int64(0), np.int64(91)]",47.33106238503445,25_115_48_148_0,91,25_115_48_148_0_91,False
30,"[np.int64(25), np.int64(115), np.int64(48), np.int64(148), np.int64(0), np.int64(91), np.int64(57)]",30.06663358674568,25_115_48_148_0_91,57,25_115_48_148_0_91_57,False
30,"[np.int64(25), np.int64(115), np.int64(48), np.int64(148), np.int64(0), np.int64(91), np.int64(57), np.int64(78)]",-6.4397061516166065,25_115_48_148_0_91_57,78,25_115_48_148_0_91_57_78,False
30,"[np.int64(25), np.int64(115), np.int64(48), np.int64(148), np.int64(0), np.int64(91), np.int64(57), np.int64(78), np.int64(182)]",29.454098347076748,25_115_48_148_0_91_57_78,182,25_115_48_148_0_91_57_78_182,False
30,"[np.int64(25), np.int64(115), np.int64(48), np.int64(148), np.int64(0), np.int64(91), np.int64(57), np.int64(78), np.int64(182), np.int64(80)]",42.987164400486506,25_115_48_148_0_91_57_78_182,80,25_115_48_148_0_91_57_78_182_80,True
31,[np.int64(11)],34.30903833116634,,11,11,False
31,"[np.int64(11), np.int64(193)]",38.36492992369565,11,193,11_193,False
31,"[np.int64(11), np.int64(193), np.int64(52)]",6.755916682459386,11_193,52,11_193_52,False
31,"[np.int64(11), np.int64(193), np.int64(52), np.int64(98)]",12.079104631207198,11_193_52,98,11_193_52_98,False
31,"[np.int64(11), np.int64(193), np.int64(52), np.int64(98), np.int64(35)]",-5.342086885012291,11_193_52_98,35,11_193_52_98_35,False
31,"[np.int64(11), np.int64(193), np.int64(52), np.int64(98), np.int64(35), np.int64(144)]",32.807716901989984,11_193_52_98_35,144,11_193_52_98_35_144,False
31,"[np.int64(11), np.int64(193), np.int64(52), np.int64(98), np.int64(35), np.int64(144), np.int64(27)]",-9.785347323998119,11_193_52_98_35_144,27,11_193_52_98_35_144_27,False
31,"[np.int64(11), np.int64(193), np.int64(52), np.int64(98), np.int64(35), np.int64(144), np.int64(27), np.int64(149)]",-7.207508726855916,11_193_52_98_35_144_27,149,11_193_52_98_35_144_27_149,False
31,"[np.int64(11), np.int64(193), np.int64(52), np.int64(98), np.int64(35), np.int64(144), np.int64(27), np.int64(149), np.int64(101)]",-9.739355932954606,11_193_52_98_35_144_27_149,101,11_193_52_98_35_144_27_149_101,False
31,"[np.int64(11), np.int64(193), np.int64(52), np.int64(98), np.int64(35), np.int64(144), np.int64(27), np.int64(149), np.int64(101), np.int64(6)]",28.719175000257003,11_193_52_98_35_144_27_149_101,6,11_193_52_98_35_144_27_149_101_6,True
32,[np.int64(139)],18.672624627363838,,139,139,False
32,"[np.int64(139), np.int64(81)]",3.4096588553503993,139,81,139_81,False
32,"[np.int64(139), np.int64(81), np.int64(8)]",32.33574738658952,139_81,8,139_81_8,False
32,"[np.int64(139), np.int64(81), np.int64(8), np.int64(47)]",1.448569486778426,139_81_8,47,139_81_8_47,False
32,"[np.int64(139), np.int64(81), np.int64(8), np.int64(47), np.int64(48)]",23.170507759086092,139_81_8_47,48,139_81_8_47_48,False
32,"[np.int64(139), np.int64(81), np.int64(8), np.int64(47), np.int64(48), np.int64(52)]",5.194721782415048,139_81_8_47_48,52,139_81_8_47_48_52,False
32,"[np.int64(139), np.int64(81), np.int64(8), np.int64(47), np.int64(48), np.int64(52), np.int64(183)]",47.33728278688137,139_81_8_47_48_52,183,139_81_8_47_48_52_183,False
32,"[np.int64(139), np.int64(81), np.int64(8), np.int64(47), np.int64(48), np.int64(52), np.int64(183), np.int64(39)]",-8.28212836986083,139_81_8_47_48_52_183,39,139_81_8_47_48_52_183_39,False
32,"[np.int64(139), np.int64(81), np.int64(8), np.int64(47), np.int64(48), np.int64(52), np.int64(183), np.int64(39), np.int64(106)]",1.9836968066741933,139_81_8_47_48_52_183_39,106,139_81_8_47_48_52_183_39_106,False
32,"[np.int64(139), np.int64(81), np.int64(8), np.int64(47), np.int64(48), np.int64(52), np.int64(183), np.int64(39), np.int64(106), np.int64(23)]",4.538636383246864,139_81_8_47_48_52_183_39_106,23,139_81_8_47_48_52_183_39_106_23,True
33,[np.int64(89)],10.016893458660888,,89,89,False
33,"[np.int64(89), np.int64(192)]",-7.723701223843868,89,192,89_192,False
33,"[np.int64(89), np.int64(192), np.int64(159)]",-1.1823756457713075,89_192,159,89_192_159,False
33,"[np.int64(89), np.int64(192), np.int64(159), np.int64(120)]",45.02469193192873,89_192_159,120,89_192_159_120,False
33,"[np.int64(89), np.int64(192), np.int64(159), np.int64(120), np.int64(148)]",49.89664573239478,89_192_159_120,148,89_192_159_120_148,False
33,"[np.int64(89), np.int64(192), np.int64(159), np.int64(120), np.int64(148), np.int64(145)]",36.83123455217638,89_192_159_120_148,145,89_192_159_120_148_145,False
33,"[np.int64(89), np.int64(192), np.int64(159), np.int64(120), np.int64(148), np.int64(145), np.int64(59)]",7.208757486409207,89_192_159_120_148_145,59,89_192_159_120_148_145_59,False
33,"[np.int64(89), np.int64(192), np.int64(159), np.int64(120), np.int64(148), np.int64(145), np.int64(59), np.int64(121)]",14.146708306615551,89_192_159_120_148_145_59,121,89_192_159_120_148_145_59_121,False
33,"[np.int64(89), np.int64(192), np.int64(159), np.int64(120), np.int64(148), np.int64(145), np.int64(59), np.int64(121), np.int64(140)]",34.37020729436496,89_192_159_120_148_145_59_121,140,89_192_159_120_148_145_59_121_140,False
33,"[np.int64(89), np.int64(192), np.int64(159), np.int64(120), np.int64(148), np.int64(145), np.int64(59), np.int64(121), np.int64(140), np.int64(151)]",48.11081341299188,89_192_159_120_148_145_59_121_140,151,89_192_159_120_148_145_59_121_140_151,True
34,[np.int64(56)],19.524902323304907,,56,56,False
34,"[np.int64(56), np.int64(163)]",21.88164990171601,56,163,56_163,False
34,"[np.int64(56), np.int64(163), np.int64(63)]",2.0750218730701775,56_163,63,56_163_63,False
34,"[np.int64(56), np.int64(163), np.int64(63), np.int64(97)]",7.0804635168090595,56_163_63,97,56_163_63_97,False
34,"[np.int64(56), np.int64(163), np.int64(63), np.int64(97), np.int64(15)]",35.909189650912815,56_163_63_97,15,56_163_63_97_15,False
34,"[np.int64(56), np.int64(163), np.int64(63), np.int64(97), np.int64(15), np.int64(87)]",18.220835522788025,56_163_63_97_15,87,56_163_63_97_15_87,False
34,"[np.int64(56), np.int64(163), np.int64(63), np.int64(97), np.int64(15), np.int64(87), np.int64(77)]",9.041245016015399,56_163_63_97_15_87,77,56_163_63_97_15_87_77,False
34,"[np.int64(56), np.int64(163), np.int64(63), np.int64(97), np.int64(15), np.int64(87), np.int64(77), np.int64(89)]",27.357561641715165,56_163_63_97_15_87_77,89,56_163_63_97_15_87_77_89,False
34,"[np.int64(56), np.int64(163), np.int64(63), np.int64(97), np.int64(15), np.int64(87), np.int64(77), np.int64(89), np.int64(71)]",29.16558535856752,56_163_63_97_15_87_77_89,71,56_163_63_97_15_87_77_89_71,False
34,"[np.int64(56), np.int64(163), np.int64(63), np.int64(97), np.int64(15), np.int64(87), np.int64(77), np.int64(89), np.int64(71), np.int64(13)]",36.16374661044813,56_163_63_97_15_87_77_89_71,13,56_163_63_97_15_87_77_89_71_13,True
35,[np.int64(165)],12.814469984803413,,165,165,False
35,"[np.int64(165), np.int64(195)]",39.11255479433018,165,195,165_195,False
35,"[np.int64(165), np.int64(195), np.int64(6)]",11.975180359908453,165_195,6,165_195_6,False
35,"[np.int64(165), np.int64(195), np.int64(6), np.int64(157)]",26.092910382782367,165_195_6,157,165_195_6_157,False
35,"[np.int64(165), np.int64(195), np.int64(6), np.int64(157), np.int64(119)]",26.37901684247192,165_195_6_157,119,165_195_6_157_119,False
35,"[np.int64(165), np.int64(195), np.int64(6), np.int64(157), np.int64(119), np.int64(146)]",11.901518242329383,165_195_6_157_119,146,165_195_6_157_119_146,False
35,"[np.int64(165), np.int64(195), np.int64(6), np.int64(157), np.int64(119), np.int64(146), np.int64(34)]",44.26843563687726,165_195_6_157_119_146,34,165_195_6_157_119_146_34,False
35,"[np.int64(165), np.int64(195), np.int64(6), np.int64(157), np.int64(119), np.int64(146), np.int64(34), np.int64(160)]",20.193700723167055,165_195_6_157_119_146_34,160,165_195_6_157_119_146_34_160,False
35,"[np.int64(165), np.int64(195), np.int64(6), np.int64(157), np.int64(119), np.int64(146), np.int64(34), np.int64(160), np.int64(160)]",17.88705235625005,165_195_6_157_119_146_34_160,160,165_195_6_157_119_146_34_160_160,False
35,"[np.int64(165), np.int64(195), np.int64(6), np.int64(157), np.int64(119), np.int64(146), np.int64(34), np.int64(160), np.int64(160), np.int64(77)]",49.85082473971375,165_195_6_157_119_146_34_160_160,77,165_195_6_157_119_146_34_160_160_77,True
36,[np.int64(46)],37.31490590650826,,46,46,False
36,"[np.int64(46), np.int64(98)]",32.4814270398747,46,98,46_98,False
36,"[np.int64(46), np.int64(98), np.int64(13)]",5.253069744001293,46_98,13,46_98_13,False
36,"[np.int64(46), np.int64(98), np.int64(13), np.int64(193)]",41.725045150413884,46_98_13,193,46_98_13_193,False
36,"[np.int64(46), np.int64(98), np.int64(13), np.int64(193), np.int64(156)]",43.606607922575904,46_98_13_193,156,46_98_13_193_156,False
